pmid,year,n_tokens,n_unique_unigrams,n_unique_bigrams,n_mesh,n_mesh_pairs,n_new_unigrams,n_new_bigrams,n_new_mesh,n_new_mesh_pairs,share_new_unigrams,share_new_bigrams,share_new_mesh,share_new_mesh_pairs,examples_new_unigrams,examples_new_bigrams,examples_new_mesh
30707667,2018,173,103,154,15,105,25,144,5,65,0.24271844660194175,0.935064935064935,0.3333333333333333,0.6190476190476191,administrative; admitted; calendar; deaths; discharge; encounter; encounters; highlight,across different; across hospital; across settings; administrative claims; admitted directly; admitted inpatients; allows analyses; allows differentiation,"Emergency Service, Hospital; Hospital Mortality; Hospitalization; Length of Stay; Utilization Review"
30704691,2019,3,3,2,7,21,1,2,1,12,0.3333333333333333,1.0,0.14285714285714285,0.5714285714285714,non-neurologist,importance neurology; neurology non-neurologist,"Physicians, Primary Care"
30704690,2019,2,2,1,6,15,2,1,0,1,1.0,1.0,0.0,0.06666666666666667,dads; moms,dads moms,
30704369,2018,89,70,84,19,171,14,76,3,86,0.2,0.9047619047619048,0.15789473684210525,0.5029239766081871,actor; categorization; clashes; depth; differing; first-in-line; marriages; meaningful,actor parent; alzheimer never; analysis design; analysis swedish; analytical tools; approach discourse; caregivers considerable; caregivers express,Comprehension; Health; Loneliness
30703628,2019,137,86,123,12,66,12,100,1,12,0.13953488372093023,0.8130081300813008,0.08333333333333333,0.18181818181818182,converter; converters; converts; evolves; hypointensity; juxtacortical; lesion; surrogate,according region; affect juxtacortical; age conversely; age within; amount tissue; area comparison; article assess; assess differences,White Matter
30698559,2018,97,62,81,12,66,6,62,0,12,0.0967741935483871,0.7654320987654321,0.0,0.18181818181818182,amci; coincidence; elastase; k-means; leukocyte; proteinase,activity blood; activity functional; activity leukocyte; activity proteinase; amci activity; amci basis; amci depending; amci men,
30696601,2019,68,46,62,22,231,15,58,8,167,0.32608695652173914,0.9354838709677419,0.36363636363636365,0.7229437229437229,circulating; die; hallmark; hyperosmolality; insidious; insidiously; mammals; osmolality,age increases; age natural; aging natural; blood cells; blood fails; blood thickened; body systems; body water,Body Composition; Body Water; Central Nervous System; Hematocrit; Infant
30693688,2018,137,66,111,8,28,18,94,0,10,0.2727272727272727,0.8468468468468469,0.0,0.35714285714285715,alleviated; array; cytochemistry; cytoscape; differentially; lactate; liposome; mir-101a-3p,alleviated cell; app alzheimer; app amyloid; app compared; app determined; app established; app group; app protein,
30693065,2018,131,91,120,11,55,19,106,1,34,0.2087912087912088,0.8833333333333333,0.09090909090909091,0.6181818181818182,absorption; aspalathin; butin; capensinidin; cross; energies; epicatechin; europinidin,absorption parameters; absorption rates; adequate pharmacological; alzheimer docking; alzheimer osiris; alzheimer understood; analyzed flavonoids; applied flavonoids,Flavonoids
30682676,2019,110,87,103,16,120,11,92,4,66,0.12643678160919541,0.8932038834951457,0.25,0.55,ad-protective; google; hallmark; high-glycemic; mediterranean; options; peer-reviewed; records,ad-protective dietary; adherence mediterranean; adherence reduced; age lacks; articles investigating; assessed double-blind; association mediterranean-style; authors fifteen,"Databases, Bibliographic; Diet, High-Fat; Dietary Carbohydrates; Fatty Acids"
30676992,2018,262,160,235,17,136,30,213,5,83,0.1875,0.9063829787234042,0.29411764705882354,0.6102941176470589,appreciate; assumptions; belated; born; brought; budgets; carlo; compiled,activities earlier; addition determine; additional costs; age disease; alzheimer population; amount euro; appreciate trade-off; approach czechia,"Czechoslovakia; Early Medical Intervention; Models, Economic; Monte Carlo Method; National Health Programs"
30673663,2018,122,77,110,14,91,16,87,0,16,0.2077922077922078,0.7909090909090909,0.0,0.17582417582417584,ad-signature; ca2; ca4; corrected; depended; fdr; freesurfer; moca,ad-signature cortical; apoe gene; apoe nondemented; assessment moca; association brain; association neuropsychological; associations depended; associations modified,
30672441,2018,231,119,183,11,55,23,147,0,19,0.19327731092436976,0.8032786885245902,0.0,0.34545454545454546,admm; alzheimic; anti-alzheimic; apoptosis-related; ca2; cleft; continuously; dawley,abnormal synaptic; active zones; admm group; aged weeks; alzheimic rats; amyloid induced; anti-alzheimic effects; apoptosis hippocampal,
30668379,2019,136,88,121,9,36,20,104,1,15,0.22727272727272727,0.859504132231405,0.1111111111111111,0.4166666666666667,admet; alternatives; batch; bche; cdocker; ena739155; evo; filtered,activity filtered; activity fit; admet analysis; aimed find; alternatives current; analysis fischer; analysis subjected; based cdocker,Flavonoids
30668354,2019,174,113,150,18,153,18,132,2,79,0.1592920353982301,0.88,0.1111111111111111,0.5163398692810458,alternation; antibacterial; antifungal; articulata; composition; cytotoxic; enhancement; gc-fid,abts tests; acetylcholinesterase activity; ache inhibitory; action rat; activity investigated; activity oxidant-antioxidant; activity promoting; administered inhalation,Cupressaceae; Spatial Memory
30668321,2019,164,117,151,19,171,26,125,3,90,0.2222222222222222,0.8278145695364238,0.15789473684210525,0.5263157894736842,aiton; analysing; anti-oxidative; app-processing; app-transgenic; atlantica; axons; bace1,ad-related pathology; adam10 bace1; aiton subsp; alter levels; amyloidosis mouse; amyloidosis study; analysing amyloid; anti-oxidative neuroprotective,Enzymes; Flavonoids; Spatial Memory
30663616,2019,12,12,11,6,15,2,9,0,2,0.16666666666666666,0.8181818181818182,0.0,0.13333333333333333,comment; strain,caregiver strain; caregivers elderly; comment effects; effects spiritual; group therapy; home caregivers; spiritual group; strain home,
30662517,2018,196,103,159,12,66,17,151,3,43,0.1650485436893204,0.949685534591195,0.25,0.6515151515151515,biomathematical; cui; default; extending; mlogp; noise; radiotracer; radiotracers,accuracy screening; activity curves; allowing comparison; amyloid biomathematical; applied radiotracers; applied tau; area tacs; based single,"Amyloidogenic Proteins; Drug Evaluation, Preclinical; Healthy Volunteers"
30661596,2019,171,110,154,13,78,24,138,5,59,0.21818181818181817,0.8961038961038961,0.38461538461538464,0.7564102564102564,amine; chicken; cil; dichloromethane; envisage; extraction; high-coverage; high-performance,accurate metabolite; amine phenol; amine phenol-containing; analyses study; analysis tissue; analytical performance; application areas; application brain,Chickens; Isotope Labeling; Liver; Metabolomics; Muscles
30660832,2019,164,125,156,16,120,34,144,7,103,0.272,0.9230769230769231,0.4375,0.8583333333333333,anti-oxidative; antigen; co-stimulatory; curcumin-treated; defense; diet-derived; dietary-derived; endocytosis,activation translocation; addition pro-inflammatory; agent monocytes; anti-inflammatory macrophages; anti-oxidative properties; antigen capture; antigen presentation; blocking trafficking,Antigen Presentation; Atherosclerosis; Cell Movement; Cell Polarity; Immunologic Factors
30660039,2019,90,59,76,13,78,10,66,0,24,0.1694915254237288,0.868421052631579,0.0,0.3076923076923077,differentially; instability; methylated; neuropathology; orders; quantified; rush; sets,affect disease; affects neuropathology; aging project; amyloid neurofibrillary; associated amyloid; capture different; clustered regions; collected religious,
30656911,2018,137,104,127,8,28,15,111,3,20,0.14423076923076922,0.8740157480314961,0.375,0.7142857142857143,allergies; alleviation; attempts; autoimmunological; cystic; employment; fibrosis; flavonoids,action light; action potential; action summarized; activities makes; activity isoflavone; affects multiple; allergies clinical; alleviation symptoms,Genistein; Immune System Diseases; Mucopolysaccharidosis III
33463291,2020,170,124,165,6,15,31,153,0,2,0.25,0.9272727272727272,0.0,0.13333333333333333,amyloidoses; annealing; arrangement; axial; benign; bonds; cast; configurations,active proximate; agents electron; agents neurodegeneration; aggregate intrastrain; aggregates model; aggregates prove; aggregates results; aggregates toxic,
33243028,2019,117,88,111,7,21,22,102,3,15,0.25,0.918918918918919,0.42857142857142855,0.7142857142857143,asset; causally; choose; composition; far-reaching; hold; holdings; hrs,account observed; accounts correlation; age extended; age pgs; asset holdings; asset types; behavior nationally; capacity iii,Correlation of Data; Financial Statements; Multifactorial Inheritance
32598641,2019,30,24,28,6,15,2,21,1,7,0.08333333333333333,0.75,0.16666666666666666,0.4666666666666667,antidiabetic; ptogenetic,antidiabetic drugs; data results; diabetes cognitive; discusses literature; drugs cognitive; effect diabetes; effect results; effects antidiabetic,Hypoglycemic Agents
32375155,2019,101,71,87,14,91,11,74,1,32,0.15492957746478872,0.8505747126436781,0.07142857142857142,0.3516483516483517,abundantly; cd63; enzyme-linked; exosomes; immunosorbent; milk; nano-sized; normalized,abundantly present; age-matched healthy; amyloid-beta hyperphosphorylated; analysis observe; assay detect; basis early; blood saliva; body fluids,Exosomes
32308848,2019,98,77,92,20,190,11,84,8,137,0.14285714285714285,0.9130434782608695,0.4,0.7210526315789474,dreaming; electroencephalography; factorization; insomnia; leveraging; non-dreaming; nsrr; quantifiable,abnormal rem; although sleep; among patterns; applied temporal; biological evidence; brain wave; built unique; cases controls,Brain Waves; Datasets as Topic; Mathematical Concepts; Propensity Score; Sleep
32254802,2019,83,67,80,9,36,10,66,2,19,0.14925373134328357,0.825,0.2222222222222222,0.5277777777777778,autofluorescence; depth; fibril-associated; insoluble; near-infrared; nir; noninvasive; optical,abilities potential; aggregates brain; aggregates vivo; amyloid species; applications mouse; approach diagnosis; article comprehensively; autofluorescence biological,Infrared Rays; Optical Imaging
32222300,2020,58,49,54,8,28,3,38,2,16,0.061224489795918366,0.7037037037037037,0.25,0.5714285714285714,exerts; pathologic; reserve,account discrepancy; among individuals; associated delay; baseline current; biomarkers clinical; brain pathologic; clinical cognitive; cognition baseline,Asymptomatic Diseases; Cognitive Reserve
32209796,2019,139,77,119,15,105,7,83,3,47,0.09090909090909091,0.6974789915966386,0.2,0.44761904761904764,group-specific; multidomain; parieto-occipital; prominent; quantified; repercussions; stemming,additionally temporal; adults patients; age mci; age pathological; aging quantified; arise wmh; associated impaired; associated impairments,Occipital Lobe; Parietal Lobe; White Matter
32202739,2019,200,123,178,10,45,29,156,2,26,0.23577235772357724,0.8764044943820225,0.2,0.5777777777777777,appointment; calorie; carbohydrate; classical; diets; ectopic; experimental-induced; gain,accompanied development; accumulation fat; administration accompanied; administration stz; amyloid hypothalamus; animals diet; animals divided; animals stereotactic,"Diabetes Mellitus, Experimental; Hyperglycemia"
32186116,2019,160,95,133,11,55,17,103,2,30,0.17894736842105263,0.7744360902255639,0.18181818181818182,0.5454545454545454,activators; alleviated; annexin; autophagy; beclin-1; effector; eosin; experiment,ability alzheimer; ability mouse; accumulation peptides; accumulation protein; activates autophagy; activators beclin-1; addition results; alleviated number,"Administration, Oral; Solutions"
32147039,2020,131,96,125,5,10,14,103,1,4,0.14583333333333334,0.824,0.2,0.4,array; characterised; citations; drastic; emergent; interrogated; oxidation; polyphenol,abnormal accumulation; accumulation neurofibrillary; actions includes; address mechanism; along therapeutic; antioxidant drug; antioxidant drugs; antioxidant effects,Polyphenols
32126553,2019,158,102,143,9,36,14,118,2,20,0.13725490196078433,0.8251748251748252,0.2222222222222222,0.5555555555555556,achieving; classifying; consistency; cronbach; distinguishing; fifty-three; interrater; intra,achieving diagnosis; agreement intra; agreement v-cdr; aims study; assessed internal; assessed v-cdr; assessment diagnosis; assessment excellent,Mental Status and Dementia Tests; Vietnam
32118475,2019,110,66,95,8,28,10,83,0,10,0.15151515151515152,0.8736842105263158,0.0,0.35714285714285715,accumulated; deltae9; detectable; earliest; monthage; plaque-free; quantification; swe,abeta plaques; accumulated mainly; accumulation around; accumulation follows; age ferritin; age rate; age-related cortical; aging brain,
32114583,2019,142,108,137,7,21,13,111,0,9,0.12037037037037036,0.8102189781021898,0.0,0.42857142857142855,advancing; allocation; besides; contextualized; dirichlet; disciplines; high-income; kingdom,abstracts content; abstracts research; advancing knowledge; aimed identify; allocation abstracts; among demented; among family; among individuals,
32096053,2019,52,42,50,6,15,7,40,2,9,0.16666666666666666,0.8,0.3333333333333333,0.6,dysregulation; hampered; mapt; non-microtubular; post-translational; tauopathies; truncation,addresses various; aggregates alzheimer; aggregation result; alternative splicing; around tau; chapter addresses; dementia therapy; disorders referred,Alternative Splicing; Tauopathies
32096052,2019,124,78,111,6,15,4,97,1,5,0.05128205128205128,0.8738738738738738,0.16666666666666666,0.3333333333333333,inventions; longstanding; ptau; unimpaired,acute brain; amount plasma; amyloidosis close; assay technology; assay validated; assays csf; biomarker brain; biomarker cns,Tauopathies
32096051,2019,120,105,117,8,28,21,108,3,18,0.2,0.9230769230769231,0.375,0.6428571428571429,crispr; editing; emerge; erk; executing; fyn; jip1; machinery,accumulation tau; aggregates somatodendritic; amyloid via; another aspect; aspect emerging; aspects human; based mutations; cases frontotemporal,"Tauopathies; Ultrasonography, Interventional; Vaccines"
32096050,2019,47,37,43,5,10,5,39,0,0,0.13513513513513514,0.9069767441860465,0.0,0.0,filamentous; hallmark; isolating; non-filamentous; tau-mediated,accumulation tau; aggregates non-filamentous; among research; among researchers; culprit tau-mediated; definition methodology; describe tau; differences tau,
32096047,2019,124,98,121,5,10,20,112,1,5,0.20408163265306123,0.9256198347107438,0.2,0.5,arrested; associates; coacervation; compartmentalize; concentrate; condensates; dissolve; droplets,although longer; among intrinsically; among subset; appear compartmentalize; arrested solidification; associates rna; carry charges; cells concentrate,Intrinsically Disordered Proteins
32096046,2019,87,66,82,6,15,17,77,2,9,0.25757575757575757,0.9390243902439024,0.3333333333333333,0.6,art; contaminating; corruption; fertile; formally; ground; highlight; misfolding,active tau; almost decade; anatomically connected; another anatomically; approaches potentially; art current; art research; associated tauopathies,Prions; Tauopathies
32096045,2019,142,102,137,7,21,31,131,1,9,0.30392156862745096,0.9562043795620438,0.14285714285714285,0.42857142857142855,allocortex; axons; borne; brunt; connectivities; cortico-cortical; distal; early-involved,abnormal changes; abnormal tau; affected pyramidal; allocortex temporal; alzheimer-related tau; areas first; areas neocortex; associated late,Pyramidal Cells
32096043,2019,79,68,77,8,28,12,65,0,9,0.17647058823529413,0.8441558441558441,0.0,0.32142857142857145,accompanying; cascades; causal; disrupting; etiopathogenesis; glucocorticoid; initiators; misprocessing,accompanying high; accumulating clinical; aggregation given; app generation; beta tau; brain pathology; cascades neuroplasticity; causal role,
32096042,2019,160,117,153,8,28,14,127,0,3,0.11965811965811966,0.8300653594771242,0.0,0.10714285714285714,cognition-related; cutting-edge; data-driven; disconnection; exclusive; hubs; interconnections; lose,aberrant proteins; accumulation network; acquire neurotoxicity; across neural; aggregated tau; along cognition-related; alterations pathological; among brain,
32096041,2019,117,97,114,7,21,21,99,1,7,0.21649484536082475,0.868421052631579,0.14285714285714285,0.3333333333333333,ad-type; allied; chemotypes; collectively; contrasts; demonstrating; deteriorations; enabled,ad-type tau; agents tau; aggregates implicated; aggregates potentially; allied neurodegenerative; allowing diagnostic; applied positron; approaches diseases,Tauopathies
32096039,2019,94,71,89,7,21,9,72,0,3,0.1267605633802817,0.8089887640449438,0.0,0.14285714285714285,autosomal; breakthroughs; crossroads; discoveries; dominant; neuropathologically; nfts; redefining,advances imaging; amyloid major; amyloid predominant; analysis biomarkers; app type1; autosomal dominant; biology human; biomarkers mouse,
32096038,2019,212,144,195,10,45,16,151,1,18,0.1111111111111111,0.7743589743589744,0.1,0.4,clinico-pathological; co-pathologies; hallmark; intense; misfolded; overlaps; pdd; prominently,advances identifies; aggregation deposition; although subject; apoe gene; apoe tau; apoe variants; assessment brain; associations apoe,Synucleinopathies
32096036,2019,272,166,251,7,21,32,223,2,14,0.1927710843373494,0.8884462151394422,0.2857142857142857,0.6666666666666666,alzforum; amounting; autosomal; causal; chromosome; composition; displaying; dominantly,accumulation loss; accumulation pathological; accumulation tau; affect ratio; affect splicing; affected brain; affected cell; aggregates tau,Health; Tauopathies
32096034,2019,98,74,91,6,15,20,80,1,6,0.2702702702702703,0.8791208791208791,0.16666666666666666,0.4,adjacent; cell-to-cell; charter; collectively; exo-synaptic; exosomes; ftds; hallmark,accumulating evidence; actively secreted; adjacent cells; advances understanding; although tau; among exosomes; cell taken; cell-to-cell transmission,Tauopathies
32096033,2019,79,66,77,7,21,10,70,1,11,0.15151515151515152,0.9090909090909091,0.14285714285714285,0.5238095238095238,aberrantly; enriched; evolving; huge; illuminate; post-synapse; post-translational; remaining,aberrantly regulated; answered physiological; aspect tau; attention scientific; axon localized; biology chapter; challenges evolving; chapter will,Tauopathies
32096032,2019,124,96,123,6,15,15,107,1,6,0.15625,0.8699186991869918,0.16666666666666666,0.4,accumulates; acetylation; activity-dependent; adversely; augment; demise; earliest; emphasise,accumulates intraneuronal; accumulation modified; acetylation augment; activity synaptic; activity-dependent release; adversely affects; affects critical; aggregates likely,Tauopathies
32096030,2019,132,87,115,6,15,14,108,1,8,0.16091954022988506,0.9391304347826087,0.16666666666666666,0.5333333333333333,axons; confer; expand; ftdp-17; mediating; misregulation; pervasive; post-translational,affects fast; ago understanding; associated temporally; axonal degeneration; axons fast; axons functioning; chapter review; characterization tau,Tauopathies
32096028,2019,100,77,94,7,21,7,83,1,10,0.09090909090909091,0.8829787234042553,0.14285714285714285,0.47619047619047616,autophagy-lysosome; contributors; endolysosomal; misfolded; neuron; perturbations; proteasome,accumulation dysfunctional; appropriate levels; aspect protein; autophagy-lysosome pathway; chapter will; clearance mechanisms; clearance proteasome; clearance will,Proteasome Endopeptidase Complex
32096027,2019,69,60,68,6,15,4,55,1,6,0.06666666666666667,0.8088235294117647,0.16666666666666666,0.4,acetylation; incompletely; potentiation; unraveling,aberrant acetylation; accumulation tau; acetylation multiple; acetylation sites; acetylation tau; aggregates synaptic; aggregation pathological; approaches devastating,Acetylation
32096025,2019,124,94,122,7,21,20,102,2,11,0.2127659574468085,0.8360655737704918,0.2857142857142857,0.5238095238095238,accumulated; bundle; cores; correlate; cryo-em; demonstrating; ftdp-17; inclusions,abnormal proteins; abnormal tau; abnormalities tau; accumulated inclusions; accumulation tau; aggregates composed; aggregation prion-like; among diseases,Pick Disease of the Brain; Tauopathies
32096024,2019,184,123,171,7,21,36,157,2,11,0.2926829268292683,0.9181286549707602,0.2857142857142857,0.5238095238095238,adopt; aggregate-mediated; compositions; conformers; conserved; cross; cryo-microscopy; dominantly,abundant filamentous; acid isoform; acids contrast; acids well; acids wide; adopt combined; adopts cross; adopts fold,Pick Disease of the Brain; Tauopathies
32089828,2019,180,128,170,14,91,39,150,2,35,0.3046875,0.8823529411764706,0.14285714285714285,0.38461538461538464,actin-interaction; antigens; autoantibodies; autoantibody; autoimmunity; bead-bound; beads; digested,able detect; absent control; actin-interaction protein; adapted method; additional eleven; although link; analyzed mass; antibodies digested,Autoantibodies; Proteome
32087948,2020,112,84,102,16,120,13,90,3,60,0.15476190476190477,0.8823529411764706,0.1875,0.5,bioneural; bootstrap; complainers; connectome; covariation; default; dimension; ratios,age individual; analysis examined; analysis identified; assessed partial; association brain; association network; better inform; biomarkers bioneural,Aspartic Acid Endopeptidases; Chitinase-3-Like Protein 1; Neural Pathways
32082407,2019,161,108,150,23,253,11,117,2,101,0.10185185185185185,0.78,0.08695652173913043,0.39920948616600793,acc; class-specific; classifications; classify; non-class-specific; nonlinearly; pmci; separable,acc achieved; accuracy acc; aiming computer-aided; algorithm combination; amongst age-related; analysis conversely; analysis kda; anatomical variations,"Diagnosis, Computer-Assisted; Machine Learning"
32072882,2019,6,6,5,7,21,0,3,3,16,0.0,0.6,0.42857142857142855,0.7619047619047619,,agents cancer; challenges discovery; discovery novel,"Antineoplastic Agents; Drug Resistance, Neoplasm; Phytochemicals"
32065917,2020,117,86,109,15,105,21,104,6,72,0.2441860465116279,0.9541284403669725,0.4,0.6857142857142857,amyloidopathy; amyloidopathy-associated; burst; channels; clamp; depolarizing; firing; hippocampal-thalamo-cortical,action potential; action potentials; activity nucleus; alterations intrinsic; alterations nucleus; alterations t-type; altered intrinsic; amyloidopathy mice,Action Potentials; Calcium Channels; Membrane Potentials; Midline Thalamic Nuclei; Patch-Clamp Techniques
32062666,2019,135,103,124,3,3,24,108,0,0,0.23300970873786409,0.8709677419354839,0.0,0.0,additively; blood-based; causal; comorbidity; converge; dysregulated; end-organ; hemostasis,abnormalities part; accelerated aggravated; accumulating evidence; additively cognitive; aggravated cardiovascular; aging accelerated; aims provide; alters regulation,
32057309,2020,225,159,211,5,10,17,197,0,4,0.1069182389937107,0.933649289099526,0.0,0.4,alone; dyrk1a; elucidating; experimentation; gaba-mediated; inaccuracy; invaluable; mimic,ability mimic; account changes; account discrepancy; adult neurogenesis; alone chapter; alterations adult; alterations available; alterations observed,
32057308,2020,109,84,102,6,15,8,94,0,5,0.09523809523809523,0.9215686274509803,0.0,0.3333333333333333,chromosomal; chromosome; emphasize; endo-lysosomal; endocytosis; endosomal; players; triplication,abnormalities endo-lysosomal; abnormalities set; app amyloid; biomarkers endo-lysosomal; biomarkers review; causative role; caused triplication; cellular biomarkers,
32057307,2020,50,40,46,5,10,3,37,0,3,0.075,0.8043478260869565,0.0,0.3,ad-ds; chromosome; trisomy,ad-ds mouse; ad-ds review; addition suggest; causes dementia; chromosome people; context trisomy; dementia ad-ds; developing early,
32048245,2020,151,95,131,13,78,19,101,3,45,0.2,0.7709923664122137,0.23076923076923078,0.5769230769230769,administering; chitosan; diphtheria; dt-administrated; dt-loaded; empty; encapsulated; encapsulation,administering chitosan; administering empty; aimed evaluating; animals learning; animals showed; approximately encapsulation; average diameter; behavioral learning,"Administration, Intranasal; Diphtheria Toxoid; Injections, Intraventricular"
32045917,2019,143,106,137,7,21,21,122,2,14,0.19811320754716982,0.8905109489051095,0.2857142857142857,0.6666666666666666,alz-heimer; collagenosis; controversial; hypoperfusion; jugular; leukoaraiosis; lumen; medullary,accepted feature; aging alz-heimer; aging modulate; aging parkinson; alz-heimer disease; around periventricular; associated susceptibility-weighted; association deep,Cerebral Veins; Leukoaraiosis
32045913,2019,141,103,130,14,91,24,113,3,52,0.23300970873786409,0.8692307692307693,0.21428571428571427,0.5714285714285714,arabic; back-up; bilingualism; bilinguals; compensation; consequent; demographic; farsi,ages onset; alzheimer clinical; among bilinguals; approximately years; arabic others; availability back-up; back-up either; bilingual patients,Cognitive Reserve; Emigrants and Immigrants; Mental Status and Dementia Tests
32037030,2020,161,79,125,17,136,11,108,4,70,0.13924050632911392,0.864,0.23529411764705882,0.5147058823529411,eighty-two; fifty-two; frailty; offerings; pharmacies; pharmacist; pharmacists; practitioners,accessible health; according caregivers; aim referring; attitudes knowledge; attitudes participants; attitudes toward; burden according; burden burden,Caregiver Burden; Pharmacies; Pharmacists; Pharmacy Technicians
32029236,2020,124,81,111,14,91,10,94,1,27,0.12345679012345678,0.8468468468468469,0.07142857142857142,0.2967032967032967,abnormality; apoe-specific; applying; control-like; cutoffs; depend; extraction; normality,abnormality cutoffs; accumulation considered; accuracy identifying; ad-like intermediate; age apoe; although age; apoe dependent; apoe influences,Heterozygote
32025250,2019,126,90,118,7,21,8,94,0,3,0.08888888888888889,0.7966101694915254,0.0,0.14285714285714285,exclusive; imperative; non-modifiable; preventable; start; triple; ultrasound; wall,ageing often; allele single; allow detect; becomes clinically; better education; better protection; biomarkers methods; cardiovascular risk,
35595404,2022,114,90,109,7,21,9,90,1,9,0.1,0.8256880733944955,0.14285714285714285,0.42857142857142855,ad-modifying; brazilian; considerations; controversial; cyp2d6; decision-making; indian; inter-individual,ad-modifying drugs; affecting quality; although studies; apoe frequently; assist predicting; associations proposed; better treatment; biomarkers associations,Pharmacogenomic Testing
34821170,2021,107,76,102,6,15,18,90,1,5,0.23684210526315788,0.8823529411764706,0.16666666666666666,0.3333333333333333,aca; act; affordable; authentic; empowered; family-centered; forum; forums,aca mixed-methods; aca negative; act aca; act thematic; affordable care; analysis online; analyze caregiver; analyze caregivers,Patient Protection and Affordable Care Act
34756235,2020,158,100,139,10,45,20,128,0,6,0.2,0.920863309352518,0.0,0.13333333333333333,cgy; charged; conditioning; corroborate; glial; hze; irradiated; irradiation,able pass; acquire amyloid; activation oxidative; age demonstrated; age evaluated; age found; age iron; alter amyloid,
34752348,2021,97,76,92,5,10,9,79,1,4,0.11842105263157894,0.8586956521739131,0.2,0.4,applicability; invasive; metabolomics; omics; panels; replicate; standardising; thresholds,accessible less; apoptosis neurodegeneration; applicability clinical; application given; approaches isolated; approved structural; assist implementation; available published,Metabolomics
33633844,2020,159,127,154,8,28,37,139,0,10,0.29133858267716534,0.9025974025974026,0.0,0.35714285714285715,acsm1; alone; apba2; aplp1; bace2; bcl2l; born; chr,absence chr; acsm1 apba2; age age; age due; age hereditary; alone cause; analysis genesets; analysis transcription,
34393677,2020,91,70,87,12,66,17,81,2,31,0.24285714285714285,0.9310344827586207,0.16666666666666666,0.4696969696969697,attenuate; attenuated; collections; cpg; dinucleotides; epigenomic; guided; innate,advanced age; age develop; analyses neurofibrillary; analyses three; apoe alzheimer; appears attenuate; associated attenuated; associated expression,Epigenomics; Heterozygote
34316365,2020,74,57,70,6,15,11,57,2,9,0.19298245614035087,0.8142857142857143,0.3333333333333333,0.6,frailty; glycaemic; glycated; glycemic; hba1c; hemoglobin; hyper; hypo-glycemic,advanced phase; advanced phases; affected type; bpsd delirium; bpsd frailty; cga including; common advanced; complete metabolic,Delirium; Glycemic Control
34238525,2021,126,71,107,4,6,3,85,0,0,0.04225352112676056,0.794392523364486,0.0,0.0,adks; scarce; segments,adks assessed; adks score; adks scores; age correlated; among informal; aspects older; assessed knowledge; assessing degree,
34238524,2021,123,80,116,6,15,9,105,3,12,0.1125,0.9051724137931034,0.5,0.8,administrative; basque; computerised; december; dimension; gipuzkoa; handling; institutionalised,according literature; administrative clinical; administrative databases; allows innovative; analyse validity; approaches identifying; available data; based administrative,Internet; Registries; Spain
34233431,2020,99,79,93,4,6,12,75,1,3,0.1518987341772152,0.8064516129032258,0.25,0.5,analogs; anti-aging; chest; disease-preventing; humanity; phytochemicals; plants; prospects,addition phytochemicals; agents addition; agents natural; agents several; agents unsuccessful; aimed treating; analogs aimed; anti-ad properties,Phytochemicals
34179863,2020,257,137,210,14,91,26,169,4,53,0.1897810218978102,0.8047619047619048,0.2857142857142857,0.5824175824175825,acrophase; actigraphy; bidirectional; brightfocus; chicago; circadian; cox; doubled,accelerated aging; acrophase interdaily; acrophase representing; actigraphy four; actigraphy quantify; activities actigraphy; activity rhythm; adults circadian,Actigraphy; Chronobiology Disorders; Community-Based Participatory Research; Proportional Hazards Models
34171052,2020,98,83,95,6,15,11,75,0,3,0.13253012048192772,0.7894736842105263,0.0,0.2,adding; adjunctive; crossroad; highlight; hormonal; immunological; informally; insidious,adding third; adjunctive treatment; aims highlight; approach recent; approached crossroad; certain patients; changes observed; changes paranoid,
34037540,2020,166,104,153,12,66,21,134,4,47,0.20192307692307693,0.8758169934640523,0.3333333333333333,0.7121212121212122,carlo; dedicated; deposited; histology; kev; location; mgy; monte,allowing dose; amyloid brain; amyloid targets; amyloid-like fibril; anatomy found; approach allowing; assessment alzheimer; behavior planar,"Amyloidogenic Proteins; Scattering, Small Angle; X-Ray Diffraction; X-Rays"
34013797,2021,162,92,130,17,136,26,111,1,64,0.2826086956521739,0.8538461538461538,0.058823529411764705,0.47058823529411764,aic; akaike; arterial; centrum; dvr; estimates; grey; hcs,adequate quantitative; aic micro; aic t2k; akaike criteria; analysed simplified; arterial sampling; assessed akaike; averaged subjects,Pyrrolidinones
33936504,2020,103,79,96,6,15,12,74,0,4,0.1518987341772152,0.7708333333333334,0.0,0.26666666666666666,amounts; cnn; cnns; convolutional; densecnn; densely; hippocampus-based; lightweight,ability behavior; accurate lightweight; adni databases; affecting human; amounts training; analyses mainly; average accuracy; based hippocampus,
33936446,2020,99,68,90,5,10,13,83,1,5,0.19117647058823528,0.9222222222222223,0.2,0.5,broadening; dropping; exclusion; generalizability; hesitant; jointly; leveraging; limit,adjustments eligibility; administration guidance; affect generalizability; algorithm assessed; argued broadening; assess adjustments; assessed changes; assessment algorithm,Eligibility Determination
